year,month,consumption_TWh,co2_emission_mt,country_enc,energy_source_enc,country_enc,energy_source_enc
2000,6,4904.4,1282.7,2,5,2,5
2005,5,1874.25,1796.2,1,4,1,4
2002,3,3763.17,364.87,3,5,3,5
2006,6,1366.5,1459.07,1,2,1,2
2003,10,1232.04,1633.37,5,0,5,0
2018,9,2849.38,587.85,4,4,4,4
2006,12,2104.32,326.2,5,3,5,3
1990,8,3415.07,579.34,5,4,5,4
2009,11,1969.67,1039.77,3,2,3,2
2022,8,2042.39,1254.26,5,5,5,5
1991,8,3643.78,471.37,4,6,4,6
2006,1,359.45,1171.37,7,5,7,5
2012,7,2420.39,498.27,3,5,3,5
2011,1,4205.29,310.38,3,3,3,3
1990,7,107.86,156.39,4,5,4,5
2001,2,2480.12,256.9,4,2,4,2
2002,3,517.03,1372.78,7,3,7,3
2003,10,4376.4,613.49,3,3,3,3
1999,2,631.77,1412.74,5,3,5,3
2001,10,1811.71,1464.64,3,2,3,2
2011,1,3545.68,463.82,5,4,5,4
2007,5,573.64,746.43,0,4,0,4
2008,8,4083.52,1137.11,2,4,2,4
2019,12,900.14,1046.83,5,0,5,0
2004,6,728.15,1285.97,3,5,3,5
2003,4,2846.03,1932.73,3,5,3,5
1998,10,4069.8,1821.76,7,2,7,2
1994,1,751.49,1613.78,0,1,0,1
2022,10,770.54,1249.1,1,5,1,5
1994,2,989.52,1109.72,3,3,3,3
2013,2,4790.7,607.47,6,4,6,4
1997,11,3894.34,1731.84,7,6,7,6
2008,3,633.14,1684.18,5,1,5,1
2001,2,569.67,1666.89,2,5,2,5
1997,4,2544.89,194.93,1,4,1,4
1997,4,2681.37,1823.01,4,5,4,5
2009,5,3773.27,861.53,0,2,0,2
2018,9,2561.16,11.22,5,1,5,1
2023,3,1419.51,6.42,5,1,5,1
2007,6,732.45,1336.97,2,1,2,1
1990,10,1609.65,1475.86,1,3,1,3
2000,11,2277.75,616.41,4,6,4,6
2024,4,1841.6,1249.89,6,5,6,5
2021,7,2931.95,67.6,7,4,7,4
2005,4,570.38,1535.91,1,6,1,6
1995,7,4370.75,1599.8,2,4,2,4
1998,1,4887.19,520.95,4,0,4,0
2011,9,4748.89,1325.59,3,4,3,4
1997,1,3824.26,646.02,6,3,6,3
2021,5,4134.07,1684.12,6,5,6,5
2015,8,3469.5,1199.22,7,6,7,6
2007,8,1777.97,1784.74,7,5,7,5
2001,6,4715.48,1476.72,7,6,7,6
2023,6,2367.11,392.01,0,6,0,6
1993,11,2679.3,376.92,2,5,2,5
2005,2,476.21,490.83,7,6,7,6
2013,4,1357.8,44.41,3,6,3,6
2003,8,4492.09,950.64,6,1,6,1
2006,2,1193.7,1459.62,3,2,3,2
2020,6,4502.67,1510.58,7,6,7,6
1993,3,1337.61,1347.04,1,5,1,5
2023,7,1950.06,79.86,2,2,2,2
1992,9,3497.1,456.15,2,0,2,0
1997,8,2107.38,1774.08,4,0,4,0
2001,12,4087.43,767.04,1,1,1,1
2024,8,803.36,278.19,6,3,6,3
1991,9,787.58,1490.27,6,1,6,1
2018,2,1512.32,353.56,3,3,3,3
2012,6,2569.47,893.54,0,0,0,0
2022,9,592.01,1293.6,4,3,4,3
2007,2,3316.92,250.04,7,1,7,1
2011,9,4202.26,118.21,7,1,7,1
2003,2,3532.65,1155.85,1,4,1,4
2018,9,2565.02,366.39,0,3,0,3
2004,1,4255.58,1824.57,2,0,2,0
2004,6,1954.56,1288.42,4,2,4,2
1993,6,1885.51,459.05,3,6,3,6
1994,2,3638.9,986.43,0,4,0,4
1992,11,953.16,713.22,7,6,7,6
2001,7,4291.53,468.04,6,0,6,0
2009,10,3649.57,389.95,7,5,7,5
2009,4,298.44,1069.64,4,6,4,6
1990,4,2172.67,880.57,5,6,5,6
1992,11,4311.74,205.02,0,0,0,0
1998,9,4610.92,1002.09,6,6,6,6
2009,2,2180.26,1787.27,3,5,3,5
1998,9,485.57,1396.86,7,5,7,5
2020,9,331.16,1590.86,6,0,6,0
2017,12,579.57,1120.96,3,3,3,3
2024,6,4466.03,734.21,4,0,4,0
1991,10,2643.56,1404.85,5,2,5,2
1992,7,1274.75,102.98,3,6,3,6
2003,4,2236.66,663.03,3,2,3,2
2006,1,333.66,454.18,6,6,6,6
2024,9,1729.17,935.48,7,1,7,1
1993,9,1490.34,23.38,6,4,6,4
2019,11,3840.03,155.34,2,2,2,2
2003,1,1846.17,144.53,1,3,1,3
2016,12,4774.96,925.6,6,4,6,4
2002,4,1630.32,319.87,6,3,6,3
2009,7,366.7,1547.0,2,2,2,2
2013,3,3842.12,889.28,7,6,7,6
1999,5,826.19,246.88,0,4,0,4
1996,5,2047.93,468.0,2,2,2,2
2006,8,1409.66,1022.69,5,0,5,0
2011,9,1178.62,1330.25,4,5,4,5
2000,1,4863.97,291.02,1,6,1,6
2012,2,1550.58,1223.5,7,4,7,4
2011,11,3162.92,1418.15,5,5,5,5
2007,5,4148.09,1965.61,7,2,7,2
2015,1,3783.65,1487.15,2,5,2,5
2019,6,1297.17,433.16,3,5,3,5
2002,6,4926.04,652.33,1,3,1,3
1993,3,649.14,84.5,0,5,0,5
2016,4,1414.24,190.22,3,5,3,5
1999,3,1475.01,346.38,3,4,3,4
2017,5,2372.19,560.13,7,6,7,6
2010,9,2151.32,1587.94,2,4,2,4
2000,10,1692.18,985.03,4,4,4,4
2009,3,204.58,1854.91,0,1,0,1
2008,2,3262.01,1836.51,7,0,7,0
1999,6,4127.45,422.74,2,6,2,6
2004,10,69.21,715.86,0,4,0,4
2007,1,4209.27,434.89,6,5,6,5
1996,9,329.6,1.18,4,6,4,6
2019,11,614.92,950.55,2,2,2,2
2003,10,1164.83,129.26,1,3,1,3
2019,3,4620.41,122.5,4,2,4,2
2016,3,4781.61,1983.01,1,1,1,1
2006,8,3144.61,204.49,3,5,3,5
2019,12,2283.76,475.69,7,5,7,5
2007,6,1399.71,843.66,0,4,0,4
1992,3,3074.63,348.11,7,0,7,0
2017,6,1004.86,96.06,0,6,0,6
2019,6,1355.08,599.61,6,5,6,5
2010,3,466.6,790.67,0,6,0,6
2009,12,3070.28,1470.11,0,3,0,3
2011,11,2560.49,719.67,7,6,7,6
2010,11,4571.29,1891.56,4,1,4,1
2013,6,4432.87,1336.16,6,5,6,5
2010,11,1281.34,1504.57,2,4,2,4
1996,10,798.54,36.29,2,0,2,0
1997,12,1498.3,335.67,7,3,7,3
2011,8,1456.9,785.46,6,6,6,6
2011,9,8.65,885.55,7,3,7,3
2019,3,3940.92,639.1,2,3,2,3
2023,2,4369.63,1405.6,0,3,0,3
2018,10,1745.58,1367.6,2,0,2,0
1999,10,979.24,980.14,7,4,7,4
1994,12,1695.5,1001.39,5,4,5,4
2023,7,4270.08,657.99,3,0,3,0
1999,12,1059.0,530.49,5,3,5,3
1998,8,4704.18,1106.1,7,2,7,2
2021,11,1895.49,943.34,0,3,0,3
1994,9,4084.42,726.46,7,5,7,5
2024,1,1735.3,1913.48,0,4,0,4
2000,1,4013.81,1581.46,4,0,4,0
2005,11,4592.68,1401.22,1,5,1,5
2016,1,2988.97,1074.53,4,5,4,5
2009,11,4667.52,1246.44,0,3,0,3
1990,4,1311.69,656.17,6,5,6,5
2015,12,1146.61,1534.68,2,6,2,6
2000,3,905.9,1426.17,6,0,6,0
2004,7,4600.54,1989.24,7,6,7,6
2007,6,3048.59,690.02,7,3,7,3
2013,3,1631.24,249.04,3,2,3,2
2017,12,1683.79,604.93,7,0,7,0
2014,3,2855.76,100.33,4,2,4,2
2012,5,8.25,399.08,4,0,4,0
2000,4,2652.02,598.54,4,3,4,3
2022,9,965.73,1460.46,4,6,4,6
2005,12,961.08,392.01,1,0,1,0
2012,1,4417.39,697.96,5,2,5,2
1995,1,3603.85,648.74,0,4,0,4
2013,12,4834.21,934.71,4,2,4,2
1995,12,2376.67,1116.91,4,6,4,6
1999,5,860.17,151.17,6,3,6,3
2011,8,2807.24,554.01,5,4,5,4
2012,4,3311.9,436.31,5,4,5,4
1994,9,4357.03,504.61,2,6,2,6
2017,7,1606.53,1512.04,2,2,2,2
1998,3,739.3,1890.09,2,6,2,6
2017,6,3352.86,1536.99,0,4,0,4
2014,6,1734.03,481.55,6,6,6,6
2016,5,4733.34,62.59,6,3,6,3
2013,8,3257.92,99.49,5,6,5,6
2005,11,2614.71,1472.33,5,0,5,0
1991,1,2181.93,1854.9,7,2,7,2
1991,11,885.27,1545.92,6,3,6,3
1994,12,1756.1,1353.16,2,5,2,5
2010,11,2639.95,715.05,7,3,7,3
1999,10,4598.04,1256.36,6,5,6,5
2007,4,2294.31,1353.56,4,0,4,0
2015,7,2354.89,1448.91,6,5,6,5
2009,6,2654.03,1245.53,2,2,2,2
2010,7,1554.51,74.6,3,0,3,0
1991,3,2504.17,1374.33,7,6,7,6
2022,3,1884.94,1457.99,4,6,4,6
2012,1,4081.88,534.19,5,6,5,6
2020,7,4167.74,1737.33,2,0,2,0
1993,4,2947.63,471.49,4,6,4,6
1992,9,2782.41,1062.34,2,2,2,2
1999,5,3105.39,963.02,4,1,4,1
2021,5,2766.02,697.68,5,4,5,4
2016,9,687.26,775.01,6,1,6,1
2008,12,3887.08,217.61,0,2,0,2
1990,1,2529.07,1920.1,0,1,0,1
2015,6,3929.48,237.43,0,2,0,2
2002,8,2955.46,630.67,7,1,7,1
2024,1,2127.62,624.99,4,1,4,1
1991,12,3021.63,1728.71,4,3,4,3
2011,10,2711.58,1591.69,6,4,6,4
2017,9,2343.1,203.75,5,5,5,5
1991,8,3777.78,716.37,4,6,4,6
2000,6,4168.71,1772.68,2,5,2,5
2015,9,2194.79,1503.9,5,0,5,0
2017,3,4695.77,592.69,4,3,4,3
2015,4,2043.44,168.27,5,6,5,6
2006,3,2124.1,1293.87,1,6,1,6
1992,5,697.32,658.77,6,2,6,2
2003,11,103.95,1790.48,1,2,1,2
2005,12,4990.22,415.78,5,0,5,0
2017,1,2604.37,690.62,1,3,1,3
2017,1,942.04,1843.83,0,3,0,3
2014,2,4355.98,1021.03,2,4,2,4
1998,1,3468.09,1914.92,6,5,6,5
2000,3,4248.86,214.59,4,6,4,6
2010,2,538.54,1932.76,4,6,4,6
1991,10,4759.28,1213.99,7,3,7,3
2023,7,2523.96,1058.02,7,3,7,3
2002,8,2175.33,1793.73,0,2,0,2
1994,2,2614.03,1980.79,5,4,5,4
2000,4,2890.79,1122.97,6,4,6,4
2018,8,1616.75,605.16,2,3,2,3
2017,11,1416.84,1585.13,3,5,3,5
2017,10,451.99,59.5,1,3,1,3
1994,1,4555.22,1883.44,5,0,5,0
2009,11,2782.23,72.7,6,3,6,3
1999,8,925.37,861.74,4,6,4,6
2021,8,2602.37,63.74,1,5,1,5
2018,2,869.97,189.11,7,1,7,1
1991,3,389.63,1256.21,1,5,1,5
1990,9,168.19,1376.82,7,2,7,2
2009,10,4285.28,371.14,2,1,2,1
1990,5,3679.86,1256.67,6,5,6,5
1993,7,1715.94,1992.12,7,4,7,4
2004,5,1911.93,1165.65,2,2,2,2
2019,10,3132.35,475.35,2,1,2,1
1995,2,4858.89,645.76,6,3,6,3
1990,2,43.44,160.17,6,1,6,1
1996,1,2608.88,979.85,4,1,4,1
1994,6,931.76,1441.43,3,3,3,3
1996,7,3813.06,1375.84,5,6,5,6
1992,5,2274.48,1809.28,3,6,3,6
2001,3,1323.01,1713.01,5,5,5,5
2004,11,4311.18,801.1,3,5,3,5
2009,10,4142.83,1077.52,6,2,6,2
2010,10,3416.29,646.87,2,0,2,0
2021,9,1370.02,168.56,5,5,5,5
2001,11,3408.72,249.88,0,3,0,3
1996,11,3466.94,1297.69,2,3,2,3
2020,12,3589.4,1871.28,5,2,5,2
1990,8,3051.15,1657.37,6,4,6,4
2000,2,2062.09,1133.29,0,5,0,5
2023,3,1318.4,908.57,5,3,5,3
2008,7,3366.93,479.19,4,0,4,0
2000,11,3120.77,359.3,0,0,0,0
2022,9,2130.21,1595.14,0,3,0,3
2022,2,3532.39,72.41,5,3,5,3
1997,10,524.91,364.15,4,3,4,3
1997,7,2494.22,1604.83,0,3,0,3
2023,8,2143.19,1801.32,7,4,7,4
2016,6,2584.91,762.25,7,6,7,6
2018,6,4583.09,862.5,6,3,6,3
2003,8,4742.91,143.7,3,2,3,2
2023,11,4022.16,1067.5,2,2,2,2
1990,3,1730.93,373.51,2,4,2,4
1998,8,36.87,1289.18,1,1,1,1
1999,12,3301.11,186.06,4,4,4,4
2019,11,637.88,1880.33,1,3,1,3
2007,10,4665.79,1728.79,5,1,5,1
2006,1,4949.46,367.42,1,1,1,1
1995,2,1130.35,1724.06,0,0,0,0
2000,6,1637.63,1419.16,6,2,6,2
2013,2,3905.23,1371.3,0,5,0,5
2022,10,1867.85,347.84,7,4,7,4
2022,2,4931.96,1285.67,3,5,3,5
2007,3,837.76,1015.31,1,5,1,5
1994,3,443.23,1398.98,4,4,4,4
2020,4,466.45,762.04,4,4,4,4
2005,9,1977.08,1061.24,4,3,4,3
1991,9,347.18,111.13,5,3,5,3
1998,11,1757.09,1339.52,1,6,1,6
1991,2,2900.83,677.34,5,0,5,0
2009,2,975.34,462.29,2,5,2,5
2006,6,539.46,851.77,7,4,7,4
2014,5,1314.01,674.26,3,1,3,1
2008,5,1794.08,1144.13,2,2,2,2
1997,7,3034.63,108.39,1,3,1,3
2000,9,703.59,1389.69,7,1,7,1
2002,1,61.63,1291.26,0,0,0,0
2002,5,1996.52,1090.85,2,6,2,6
1998,5,4158.34,1541.85,2,5,2,5
1994,5,1478.82,1063.28,2,4,2,4
2007,9,3258.25,1546.43,3,0,3,0
2003,11,381.6,596.14,3,5,3,5
2023,6,3687.26,1493.27,5,1,5,1
2011,8,1444.47,271.72,0,0,0,0
2022,8,1241.69,985.68,3,6,3,6
2013,6,946.05,399.53,5,6,5,6
2018,6,4327.59,1912.2,3,3,3,3
2002,10,1739.86,891.02,3,1,3,1
2016,8,4991.86,470.32,0,1,0,1
1990,11,4159.82,1208.58,0,2,0,2
1996,1,4029.09,1621.96,5,2,5,2
1993,9,2236.27,1025.41,7,3,7,3
1999,11,4966.59,975.65,2,3,2,3
2024,9,364.96,1273.72,2,6,2,6
2005,8,4184.66,1057.7,2,6,2,6
2016,4,3005.38,15.85,3,3,3,3
2009,11,4601.22,843.56,1,0,1,0
1999,11,301.48,1623.54,2,2,2,2
2022,1,2320.87,1261.2,7,1,7,1
1996,2,4474.93,722.79,3,4,3,4
2011,1,4423.97,738.4,7,4,7,4
2006,11,1390.25,1331.92,7,0,7,0
1998,12,2566.51,1458.54,4,4,4,4
1999,3,2899.73,1562.99,7,0,7,0
2020,9,4697.97,1601.7,4,3,4,3
2020,6,3351.05,286.46,0,6,0,6
1994,5,4664.18,1200.06,6,5,6,5
2007,8,555.71,240.91,0,2,0,2
1995,10,2774.65,1222.52,4,3,4,3
2017,3,959.81,415.32,6,0,6,0
2013,12,1047.37,136.95,6,6,6,6
1994,12,1489.23,690.36,6,1,6,1
2017,12,201.16,1281.11,4,1,4,1
1992,10,1535.26,1452.99,7,3,7,3
2007,3,4114.97,721.37,3,4,3,4
1993,5,3879.77,555.77,5,5,5,5
2021,1,494.04,1469.07,6,1,6,1
2021,7,1662.76,1087.16,3,0,3,0
2008,3,4724.68,539.61,0,4,0,4
2018,11,940.59,132.61,7,0,7,0
2022,2,2546.06,17.81,6,3,6,3
1991,7,3242.83,1621.0,6,6,6,6
2000,1,939.38,645.24,6,4,6,4
2022,1,1674.73,1524.81,6,6,6,6
1990,9,4580.23,1967.16,4,1,4,1
2006,7,3127.19,1531.26,4,5,4,5
2005,3,4787.42,1713.3,1,1,1,1
1991,5,1976.71,1599.61,3,2,3,2
1993,2,642.2,1631.14,3,3,3,3
2021,5,1051.24,1631.11,0,4,0,4
1996,9,2780.69,500.7,1,2,1,2
2018,10,4440.58,508.26,4,6,4,6
1998,5,1062.82,46.84,1,0,1,0
2024,1,3152.82,73.81,6,3,6,3
1994,11,1282.21,846.06,4,5,4,5
2010,8,1611.14,840.17,6,1,6,1
2006,6,1035.66,393.75,1,0,1,0
2003,2,4786.98,1375.05,3,0,3,0
2021,11,3751.14,1790.08,7,0,7,0
2004,6,3651.93,1685.61,5,0,5,0
2010,9,4787.33,1009.74,2,3,2,3
2003,3,3446.03,726.9,7,2,7,2
2005,5,737.8,1589.45,2,3,2,3
1990,7,3924.63,1743.71,5,6,5,6
2007,10,4571.65,109.92,6,6,6,6
2023,2,1655.12,1850.28,5,6,5,6
2015,11,3694.33,1714.32,7,6,7,6
2010,1,2846.11,1713.05,6,5,6,5
1990,5,129.58,1686.71,1,5,1,5
2016,4,855.33,1738.34,4,1,4,1
2000,9,2171.29,530.49,3,6,3,6
2003,10,4296.61,291.11,6,5,6,5
2017,4,2314.72,541.39,2,4,2,4
2016,7,2177.31,33.46,4,1,4,1
2011,5,2744.64,1075.44,4,4,4,4
2010,5,360.11,1588.93,2,1,2,1
2013,6,3016.24,1099.43,6,2,6,2
2008,8,3287.64,303.56,3,5,3,5
2013,4,3329.5,1308.12,3,5,3,5
2015,9,4060.73,967.22,4,1,4,1
2014,6,2254.58,1439.73,7,4,7,4
2018,8,2128.2,706.25,0,3,0,3
1999,4,1347.52,455.71,2,4,2,4
2000,9,3678.97,161.99,4,5,4,5
2013,11,4968.01,1659.4,1,6,1,6
2013,11,755.92,793.56,5,2,5,2
2001,9,918.76,289.01,5,6,5,6
1996,1,3405.85,1546.66,6,6,6,6
2006,1,2019.71,325.38,4,4,4,4
2024,7,1663.08,158.22,0,0,0,0
1995,3,2398.84,155.29,3,4,3,4
2001,7,3905.84,1220.92,1,4,1,4
2004,1,3519.01,717.56,4,1,4,1
2021,1,3905.29,1723.62,6,1,6,1
2012,7,2906.23,29.94,6,6,6,6
1996,4,3882.78,862.32,6,6,6,6
2020,2,2986.68,456.13,3,3,3,3
2018,5,4528.8,767.54,5,0,5,0
2017,5,1329.86,1337.89,6,5,6,5
2001,4,4828.08,1304.49,1,3,1,3
2016,9,4818.43,1623.27,0,6,0,6
1993,2,3888.51,1226.39,2,0,2,0
2010,4,4149.29,836.97,7,4,7,4
1998,2,4660.22,610.95,1,0,1,0
2023,11,2794.86,1044.41,3,2,3,2
2010,10,964.34,1042.36,3,4,3,4
2012,4,1779.05,155.82,1,0,1,0
2013,6,4173.31,1534.78,1,0,1,0
1999,5,2131.06,1386.82,1,5,1,5
1995,11,1084.37,782.8,3,5,3,5
2010,10,2456.66,988.79,2,1,2,1
2018,10,303.12,1934.19,6,0,6,0
2010,6,3612.62,682.69,5,3,5,3
2011,2,2826.68,1601.54,3,2,3,2
2024,1,2103.02,419.1,6,1,6,1
1994,5,2678.12,1883.0,0,4,0,4
2004,11,4435.68,714.12,0,6,0,6
2008,3,1623.45,1066.53,1,3,1,3
2005,3,3454.84,1713.54,5,6,5,6
2012,10,2368.31,718.29,5,4,5,4
1993,5,1417.21,709.23,5,3,5,3
2010,3,2077.88,1991.79,5,1,5,1
2013,6,1312.09,1218.88,6,4,6,4
2015,11,1120.87,1240.21,4,3,4,3
1991,7,3094.11,305.67,7,5,7,5
1997,6,4214.7,1178.47,6,4,6,4
1998,10,1182.72,1678.31,0,3,0,3
1991,8,4312.34,62.43,7,2,7,2
2003,4,3468.99,506.22,1,5,1,5
2009,6,3299.09,1985.48,7,5,7,5
1991,11,1768.2,597.51,4,1,4,1
1993,3,4474.72,1061.81,5,2,5,2
2024,10,4660.78,172.63,3,5,3,5
2003,12,3202.51,73.94,7,2,7,2
2010,12,1880.78,947.72,3,0,3,0
2004,7,1626.65,389.61,2,4,2,4
2009,6,4582.62,792.23,3,2,3,2
1995,12,4095.24,1178.62,2,3,2,3
2017,6,1541.93,799.64,6,1,6,1
1991,3,14.12,1025.5,7,0,7,0
2017,1,3861.96,385.88,5,1,5,1
2023,2,3242.95,100.31,6,0,6,0
2003,11,814.28,739.45,5,3,5,3
1998,11,917.74,491.27,5,2,5,2
2012,10,1055.88,870.9,7,2,7,2
2024,10,744.31,1668.12,2,6,2,6
2011,3,828.57,1733.09,4,0,4,0
1994,12,333.07,1511.53,4,2,4,2
2018,11,552.33,1507.3,6,3,6,3
2024,1,4192.13,810.52,1,2,1,2
2023,11,772.2,1203.64,2,4,2,4
1993,8,475.85,384.88,3,2,3,2
1998,9,1836.73,15.26,3,0,3,0
2003,7,1074.37,1169.32,7,0,7,0
1994,11,3108.59,1881.01,4,2,4,2
2016,7,4960.07,1937.45,2,6,2,6
2000,3,757.71,1419.75,2,2,2,2
2019,9,1656.59,382.69,6,3,6,3
2023,9,3911.78,1160.69,1,4,1,4
2013,5,615.66,1915.0,2,5,2,5
2005,7,3006.1,438.53,0,2,0,2
2019,1,4509.03,921.48,7,6,7,6
2013,6,2982.51,926.6,4,4,4,4
1992,10,4965.47,1458.3,1,0,1,0
2018,1,4437.22,1760.75,1,3,1,3
2001,10,1293.59,1172.24,6,2,6,2
2016,6,4671.91,710.26,6,1,6,1
2018,6,2158.03,1551.2,4,6,4,6
1991,7,1716.92,601.56,2,1,2,1
2018,7,3111.76,1340.77,6,5,6,5
1998,11,404.6,1524.16,2,0,2,0
2017,10,190.35,938.36,7,0,7,0
2012,12,2951.79,786.62,3,1,3,1
2002,3,394.58,708.39,7,1,7,1
1994,7,713.33,126.93,5,4,5,4
2021,11,4997.36,1754.68,7,0,7,0
2017,10,130.89,1765.55,1,1,1,1
2004,2,3474.87,539.06,2,6,2,6
2013,12,4707.63,1089.16,4,1,4,1
2021,11,2155.47,1056.54,0,3,0,3
2010,2,2892.37,1026.4,4,5,4,5
1994,1,1426.75,308.84,1,1,1,1
2017,2,2400.55,1061.21,7,1,7,1
2021,12,4575.99,274.54,7,1,7,1
2012,2,380.46,518.9,3,2,3,2
2005,12,3999.99,212.49,3,1,3,1
1999,11,1080.55,1996.16,4,5,4,5
2018,9,2901.94,384.31,7,0,7,0
2016,3,1695.53,662.39,5,2,5,2
2024,1,922.84,1691.73,3,2,3,2
2013,12,4623.03,791.75,2,3,2,3
2012,2,4502.1,68.54,1,6,1,6
1992,10,1119.17,1218.72,7,2,7,2
2003,8,3322.0,3.76,0,5,0,5
1993,10,1484.83,1433.07,5,1,5,1
2021,2,1330.56,672.09,6,3,6,3
2009,11,4678.21,588.43,3,6,3,6
2006,11,3360.07,649.27,1,3,1,3
2018,4,3653.03,1814.94,1,4,1,4
2021,9,1174.52,437.49,2,2,2,2
1993,9,3789.96,1999.67,6,3,6,3
2013,7,3755.76,1518.25,2,4,2,4
1991,1,2672.62,309.54,2,3,2,3
2003,10,3761.48,1347.86,3,2,3,2
2023,11,4717.61,1313.66,2,2,2,2
1991,5,1577.27,712.74,4,5,4,5
1995,5,2548.5,672.05,1,0,1,0
2011,2,2546.13,489.9,7,1,7,1
1994,7,685.72,1703.23,4,1,4,1
2011,1,615.59,646.42,5,1,5,1
2000,1,2994.5,1599.01,1,0,1,0
2020,12,4812.49,859.29,1,0,1,0
2018,10,3944.38,949.09,2,4,2,4
2022,12,3972.1,1716.51,6,1,6,1
2011,1,3003.95,1881.27,3,4,3,4
2016,11,676.02,830.73,3,4,3,4
1997,10,1151.16,1513.36,5,3,5,3
1995,7,2278.23,129.61,6,1,6,1
2014,4,934.47,595.27,6,0,6,0
2023,4,2900.58,1488.61,5,6,5,6
1998,9,1013.53,193.48,2,4,2,4
2020,4,2938.1,651.01,0,1,0,1
2008,8,2962.69,646.84,4,6,4,6
1990,1,283.13,492.22,4,5,4,5
2013,3,4736.8,1654.82,5,5,5,5
2023,12,4958.97,1386.2,6,6,6,6
2006,1,270.95,1853.47,4,5,4,5
2023,1,3218.67,1247.79,7,2,7,2
2024,3,370.64,454.72,5,1,5,1
2002,4,1678.58,1584.29,6,4,6,4
2014,6,4359.9,396.46,5,5,5,5
2001,3,4178.19,929.65,3,2,3,2
2010,8,1362.41,1478.27,3,1,3,1
1990,8,3252.61,384.08,6,2,6,2
1995,3,199.32,823.14,3,4,3,4
2000,3,4127.02,1149.9,1,6,1,6
2005,12,1347.93,731.73,7,5,7,5
2011,6,4316.1,1074.86,1,5,1,5
2000,1,2797.78,897.25,6,3,6,3
2015,1,4134.24,1072.47,3,5,3,5
2015,11,4240.91,80.14,2,6,2,6
2010,11,3588.52,1152.05,5,6,5,6
2015,5,2551.26,1630.05,4,1,4,1
2004,10,1555.09,968.36,1,3,1,3
2024,7,139.15,95.33,1,2,1,2
2000,1,1436.64,1070.22,3,1,3,1
1998,2,4388.04,672.87,4,0,4,0
2012,11,925.84,442.21,6,3,6,3
1993,9,1138.1,501.32,3,6,3,6
2019,1,3277.17,1555.76,7,3,7,3
2017,3,4506.64,775.31,7,2,7,2
2014,8,1943.25,274.82,6,4,6,4
2011,2,2776.16,851.33,6,6,6,6
2014,10,3241.06,1045.06,7,0,7,0
2015,12,635.97,1531.88,0,4,0,4
2018,12,3053.03,1889.22,0,1,0,1
2021,7,2514.81,1663.57,2,6,2,6
2015,2,3628.27,1050.82,5,4,5,4
2017,3,1998.82,1760.18,5,3,5,3
2009,10,1581.9,1128.45,4,0,4,0
1991,9,2711.38,1079.35,6,1,6,1
2012,4,1335.29,1758.44,7,1,7,1
1994,12,3396.21,493.78,4,3,4,3
2010,7,3389.42,619.07,0,4,0,4
2011,6,1714.66,1709.9,0,1,0,1
2000,7,3143.8,1767.6,5,1,5,1
2019,7,4540.4,1112.63,4,1,4,1
2017,2,2606.53,463.9,6,6,6,6
2006,1,2485.12,1616.8,1,5,1,5
2010,10,4521.57,34.26,4,0,4,0
2014,6,2262.21,82.22,6,3,6,3
2013,7,591.17,716.78,4,1,4,1
2019,2,4160.64,247.55,0,0,0,0
2024,2,3684.47,1647.76,2,6,2,6
2010,9,1874.01,1221.13,2,6,2,6
1995,12,3677.53,1275.66,3,5,3,5
2010,11,102.13,1105.25,2,0,2,0
1997,5,2213.71,1243.54,4,2,4,2
1994,7,2277.2,1461.36,1,1,1,1
1999,1,188.29,178.71,5,2,5,2
2020,4,1346.02,1540.26,4,5,4,5
2019,2,1527.83,1604.87,1,2,1,2
2010,11,4627.41,345.58,7,5,7,5
2016,5,4673.14,723.42,2,0,2,0
2024,1,3613.06,693.86,1,1,1,1
2021,10,4416.11,925.72,4,5,4,5
2015,7,2506.97,1717.35,2,0,2,0
1993,2,139.32,1118.82,7,6,7,6
2016,3,3680.81,1141.87,5,4,5,4
2016,5,1597.47,1715.57,5,1,5,1
1995,9,325.12,1704.19,2,4,2,4
2007,10,3181.66,251.88,7,5,7,5
2015,4,1017.06,1349.58,7,4,7,4
2013,8,4043.92,262.86,7,5,7,5
1996,11,4600.3,1285.05,4,3,4,3
2003,8,4301.91,969.28,6,4,6,4
2002,10,3892.5,165.12,1,4,1,4
2015,4,506.1,1142.52,6,2,6,2
1991,11,2067.75,1763.92,0,1,0,1
2012,4,4148.29,306.95,6,6,6,6
2017,2,787.62,1665.4,1,4,1,4
1990,8,4855.4,242.44,3,2,3,2
2021,1,3656.37,654.43,1,5,1,5
2001,12,2702.32,112.92,3,6,3,6
2024,12,4032.34,1835.79,1,0,1,0
2015,5,4857.51,1235.31,5,0,5,0
2020,8,298.09,1996.9,6,1,6,1
2001,6,3296.08,115.64,6,4,6,4
2018,10,4823.55,1788.33,5,3,5,3
1994,4,1628.54,865.99,0,3,0,3
2024,9,2951.18,697.41,1,6,1,6
1996,12,4474.28,1293.85,7,4,7,4
2005,3,2976.38,51.87,3,0,3,0
2021,9,991.47,1673.69,7,0,7,0
2006,1,614.8,715.55,2,2,2,2
2010,12,1236.03,1923.91,0,6,0,6
2016,4,1945.56,834.88,3,6,3,6
2004,10,3229.26,803.82,5,5,5,5
2012,3,3214.89,1482.54,6,2,6,2
1997,2,702.73,386.72,3,3,3,3
2014,4,223.5,1612.8,6,2,6,2
2000,4,355.09,832.95,1,5,1,5
