year,month,country,cpi,inflation_rate
1992,4,India,53.33,5.9
2019,10,France,270.07,8.68
2000,5,Canada,186.17,5.5
1991,3,Vietnam,184.55,-1.03
1998,7,Vietnam,245.98,-1.41
2022,2,Canada,178.34,0.13
2015,7,Canada,159.18,0.54
2005,5,India,57.57,0.05
2014,9,USA,217.24,-0.05
1990,2,UK,160.89,0.28
2010,9,Canada,285.27,5.13
2009,9,Germany,261.42,-0.71
1994,8,Germany,68.66,5.92
2006,5,USA,230.59,-0.71
1990,3,India,211.41,10.18
2002,12,India,257.7,5.05
2007,12,UK,294.57,4.63
1993,10,Japan,168.45,10.75
2003,1,Canada,238.84,8.51
1994,10,Japan,259.73,4.49
2022,3,France,206.04,11.76
2015,6,USA,90.67,5.52
1993,4,Canada,82.57,1.07
2019,6,USA,228.78,9.33
2006,4,Japan,294.26,3.67
2017,9,Canada,121.68,3.45
1995,8,Vietnam,272.0,0.91
2016,10,UK,299.5,1.26
1996,6,France,123.18,11.55
1990,10,France,86.97,1.92
1999,12,UK,133.78,0.44
2002,8,USA,178.63,1.85
2021,7,Germany,117.73,2.13
2003,11,Germany,291.06,11.28
2022,5,Japan,85.08,5.99
2019,9,India,123.36,3.61
1998,4,Canada,123.61,2.7
1995,4,India,186.44,2.72
1999,10,Germany,210.97,3.97
2000,9,UK,60.28,8.74
2009,4,Japan,286.21,9.99
2014,4,France,274.81,4.97
2001,8,Canada,298.52,11.52
2011,6,Canada,154.27,-0.08
2001,7,Canada,50.38,11.83
2003,4,USA,217.26,11.07
2003,1,Canada,82.46,1.39
1991,4,India,177.35,5.55
1991,4,Germany,73.45,8.0
1995,2,Canada,199.08,4.47
2014,8,France,287.4,3.54
1992,11,India,169.71,4.14
2012,5,Vietnam,69.0,5.91
1998,9,UK,54.82,9.29
2020,5,UK,60.57,5.76
2017,4,France,76.72,5.09
2014,3,India,185.77,3.22
2024,10,UK,79.71,8.95
1990,10,USA,114.32,1.52
1991,1,USA,125.99,7.53
2004,11,Germany,60.21,11.19
2005,7,Japan,133.12,10.55
2012,9,UK,96.36,9.33
2024,2,Vietnam,75.64,-0.86
1997,4,Japan,283.95,6.72
1996,8,France,221.44,10.85
2010,9,Canada,113.31,0.68
2024,11,India,127.7,4.12
2022,9,Canada,173.53,6.93
2024,6,Germany,281.78,5.94
2007,2,UK,79.7,0.79
2008,1,Vietnam,217.36,10.25
1999,4,USA,279.74,7.16
1993,6,India,198.59,8.12
2019,2,Canada,261.59,-1.92
2022,6,France,213.38,1.15
1993,1,Canada,74.56,6.78
1998,6,France,179.65,1.78
2006,5,USA,59.1,-1.93
2013,2,India,178.86,7.68
2002,12,Vietnam,184.39,0.79
2015,11,Vietnam,232.91,6.78
2008,4,Canada,59.35,3.01
2006,9,USA,141.34,-0.46
2019,2,Vietnam,235.18,1.79
2015,5,France,158.92,10.0
2002,3,USA,265.46,-0.81
2007,2,France,217.42,4.07
2010,10,Germany,211.7,9.45
2023,8,Germany,140.19,2.21
1998,10,UK,103.58,6.46
2019,9,USA,226.74,-1.8
2018,6,Japan,111.25,0.65
2018,5,India,270.04,8.87
2008,7,Vietnam,282.22,2.36
1997,3,France,217.65,7.24
2006,6,UK,52.37,5.41
2001,7,France,272.5,0.85
2004,1,France,87.89,-1.71
1994,4,Canada,176.71,5.17
2023,12,Germany,70.02,6.07
1992,7,India,220.23,8.8
1994,10,India,166.34,1.77
2023,6,Vietnam,291.49,6.97
1998,10,Canada,137.1,8.21
2013,2,Germany,57.4,8.01
1994,8,UK,298.99,6.25
2016,7,Japan,75.52,6.79
2009,2,Japan,208.78,2.34
1991,9,Germany,171.97,0.02
2012,6,India,71.75,6.06
2023,2,Germany,221.95,4.09
2018,5,India,54.86,11.27
2024,1,USA,236.74,9.08
2019,2,Canada,160.0,6.7
1992,9,Vietnam,214.0,7.26
1999,10,India,208.77,2.08
2023,1,USA,250.8,8.13
1990,4,India,160.77,5.98
1995,9,USA,144.32,1.52
1995,4,France,205.79,10.35
2005,10,Vietnam,268.71,2.76
1990,1,UK,126.26,9.94
1994,5,Canada,263.89,2.7
2014,6,Japan,278.83,3.35
2016,1,USA,61.61,5.38
2015,8,India,126.28,0.65
2005,1,USA,151.97,10.18
2015,6,India,82.14,12.0
2017,9,Japan,298.37,9.45
2017,3,UK,133.03,8.93
2019,5,USA,195.85,2.89
2002,1,India,259.75,8.32
2014,1,Canada,203.49,1.43
2008,2,Japan,182.01,0.71
2002,6,Vietnam,274.97,-1.48
2000,7,Germany,203.09,0.05
2012,5,Vietnam,250.8,3.82
2003,1,Germany,215.56,6.78
1999,1,USA,94.73,0.09
2023,1,Vietnam,223.49,-0.38
2012,12,Vietnam,246.16,3.68
2010,3,Vietnam,259.87,11.52
2009,4,Japan,52.48,1.05
2021,8,Vietnam,147.45,0.83
2003,9,USA,158.39,2.62
2013,5,India,76.0,1.61
2007,12,India,116.82,5.92
2019,11,Germany,288.4,11.74
2017,4,India,79.96,11.18
2003,10,Vietnam,123.95,1.4
2010,9,India,273.73,4.43
2023,12,USA,293.2,4.97
1994,6,Germany,221.34,9.18
2020,3,UK,135.63,4.21
1992,7,Canada,268.06,7.82
2012,9,India,247.01,7.29
2019,10,Germany,260.52,1.27
2019,2,France,191.38,3.16
1996,12,France,57.07,2.31
1994,9,Canada,128.86,0.16
1995,12,Vietnam,282.41,11.71
2003,2,UK,139.29,1.11
2000,5,UK,170.84,3.87
1991,12,Vietnam,205.82,0.3
2020,1,Germany,236.63,7.13
2016,2,USA,269.09,5.53
2005,7,Germany,108.68,5.65
1991,12,UK,200.62,4.65
2015,4,UK,112.4,-1.54
2005,7,UK,274.93,8.74
1998,4,France,205.68,1.33
1998,1,Vietnam,159.84,2.83
1994,6,Germany,211.36,7.1
1996,9,Canada,219.75,3.22
2021,6,India,75.85,10.36
2018,11,France,138.38,11.99
1992,7,UK,58.81,1.74
2019,7,Germany,245.5,3.62
2020,12,USA,112.06,11.33
2016,1,India,74.57,10.16
1995,2,Japan,250.55,11.03
2018,1,USA,260.86,-0.33
1998,1,India,53.52,7.28
2009,8,Vietnam,125.04,4.5
2000,4,France,238.0,8.37
2008,10,USA,265.24,10.43
1999,11,Japan,164.06,3.11
1994,12,UK,281.29,-0.24
2012,8,USA,184.51,-0.8
1995,5,USA,196.67,4.74
2020,1,Canada,98.64,-0.14
2007,9,Vietnam,217.67,-0.72
2010,3,Vietnam,115.52,-1.98
2004,7,India,182.74,10.68
2020,7,Vietnam,211.06,1.24
1999,11,Germany,138.52,-1.95
1995,10,India,250.34,2.31
2013,10,Germany,215.6,8.22
2022,12,Japan,52.43,1.69
2017,11,India,192.24,10.3
2017,4,France,65.96,3.15
1999,8,Vietnam,125.7,7.6
2012,8,USA,218.26,-1.68
2004,2,Japan,110.15,10.19
2003,8,India,76.32,10.03
2003,12,France,142.21,9.13
1996,11,UK,140.05,8.91
2007,5,Japan,78.67,2.67
2004,2,Canada,231.81,6.52
2022,12,UK,79.67,8.71
2011,6,India,229.34,1.36
2006,11,India,201.55,2.17
2015,8,India,231.29,-0.27
2004,4,Germany,144.59,1.14
2007,10,Japan,225.07,9.99
1997,9,Japan,146.73,1.08
1992,8,Vietnam,232.53,2.83
2003,7,UK,230.04,0.44
2023,7,Vietnam,60.32,11.67
2022,8,Vietnam,101.63,5.01
1990,12,UK,92.86,5.13
2024,12,France,86.65,9.47
1999,7,Vietnam,258.53,1.85
2008,1,UK,188.3,9.59
2000,12,France,144.88,0.53
2024,5,Japan,102.93,2.15
1991,2,Vietnam,166.53,8.35
1992,5,UK,246.94,6.61
2004,5,USA,212.87,10.57
2017,6,Vietnam,181.97,5.55
1991,6,India,286.95,-1.38
2019,6,France,212.55,8.89
1994,7,Vietnam,81.69,9.66
1995,2,UK,206.53,5.0
1994,4,USA,201.65,10.54
2001,5,UK,279.13,-0.9
1993,10,Canada,196.07,9.51
2013,12,Vietnam,238.17,2.5
2014,7,India,265.62,4.69
2015,2,USA,249.49,0.2
2022,8,India,164.4,5.99
2010,2,France,77.98,10.57
2012,5,Vietnam,116.52,4.31
2001,9,Canada,88.78,0.01
2010,2,Germany,167.58,-0.92
2002,2,France,229.08,-0.73
2022,2,Vietnam,53.19,10.47
1995,7,India,189.79,7.51
2001,11,Japan,83.19,6.42
2019,5,India,172.77,8.56
2007,9,Germany,235.89,-1.96
2005,4,UK,182.01,4.48
1996,1,Canada,59.02,9.45
1990,8,Japan,277.02,6.42
2017,6,Vietnam,169.4,1.15
1992,9,Germany,265.99,3.8
1999,3,India,283.4,3.48
2003,10,Germany,226.92,10.9
2004,7,UK,70.17,8.98
1995,1,Japan,281.46,7.56
2005,2,USA,257.99,5.44
2007,5,Germany,243.37,1.15
2024,10,France,87.5,9.31
2014,2,Canada,146.29,2.26
2022,8,Canada,58.8,-1.38
2022,5,Vietnam,212.64,-1.0
2008,9,France,269.25,5.38
2000,3,Vietnam,210.48,0.71
1992,6,Germany,174.58,-1.97
1990,4,Canada,259.13,9.66
2014,7,Canada,119.92,4.67
2021,7,India,114.82,11.91
1993,5,France,198.57,10.23
2012,12,Japan,292.29,0.3
2005,10,France,171.81,2.75
2000,5,USA,150.22,6.38
2011,4,Germany,163.01,4.7
2022,9,France,55.77,11.34
2002,7,USA,152.4,1.91
2010,6,USA,185.59,4.13
2001,3,UK,150.47,2.52
2015,5,India,89.3,-0.58
1990,4,Canada,229.97,11.58
2011,5,USA,71.09,2.88
2016,2,India,245.92,4.61
2021,5,UK,70.34,-1.69
1997,7,USA,112.37,6.53
2023,10,India,294.3,0.39
2007,10,Canada,130.37,-1.58
1993,12,Japan,220.83,11.03
1990,11,India,260.79,7.18
2005,3,Japan,182.45,10.04
2019,4,UK,168.27,7.69
2012,1,UK,86.96,0.5
2020,9,Vietnam,122.62,4.59
2017,3,Japan,238.62,3.93
2005,12,France,144.54,9.02
1998,12,Germany,68.95,0.79
1991,10,France,222.9,2.3
1991,12,USA,208.0,6.8
2021,6,USA,232.59,2.2
2005,1,Japan,141.92,10.8
2002,5,USA,252.88,8.39
2016,11,UK,178.72,2.28
2020,10,Vietnam,136.03,9.84
2022,5,Vietnam,209.52,3.37
2010,11,Germany,66.53,6.38
2008,5,France,281.78,1.63
2002,1,Japan,257.86,1.85
2008,7,UK,50.44,7.75
2024,5,UK,219.08,11.08
2024,1,Canada,169.85,-0.61
2022,8,Canada,89.22,-0.62
1992,6,France,61.19,8.81
2010,7,France,213.22,10.78
2012,4,Japan,51.02,4.66
2000,1,Japan,113.3,2.97
1993,8,Canada,230.15,-1.42
1993,1,India,147.25,2.77
2004,9,UK,140.7,4.97
2017,6,USA,247.75,6.6
1997,5,Vietnam,258.48,1.15
2013,2,Germany,192.25,6.34
2023,8,India,104.23,-0.75
2004,9,UK,213.44,7.03
2012,3,France,101.67,4.6
2016,10,Canada,130.58,6.32
2003,8,Japan,91.91,9.1
1991,10,Vietnam,234.72,3.04
2024,5,Germany,51.2,6.95
1996,11,Germany,73.73,3.82
2005,12,UK,83.67,8.1
2011,10,USA,196.44,9.51
2017,4,Germany,271.41,3.87
2021,10,UK,170.72,5.07
1996,9,Canada,243.22,-1.85
2011,7,Germany,262.87,8.79
1991,12,USA,176.39,4.48
1997,11,India,149.24,11.01
1996,4,Canada,288.12,8.95
2010,11,UK,253.44,-0.77
2011,5,UK,247.95,6.34
2024,11,India,214.36,0.23
2007,12,France,60.56,3.3
1998,5,Canada,219.43,2.06
1991,2,Vietnam,253.88,0.86
2006,5,Vietnam,279.79,5.83
2009,11,Japan,250.71,2.44
1995,3,UK,267.51,7.15
2000,5,France,157.3,11.08
1994,1,Vietnam,137.15,8.47
1999,8,Japan,53.82,1.57
2012,9,UK,284.14,0.17
2022,9,Canada,208.16,7.73
2023,8,Canada,276.56,11.03
2006,2,Canada,288.63,9.31
2015,2,Vietnam,275.82,3.08
2016,10,France,91.35,10.13
1992,5,Germany,91.58,3.04
2008,6,USA,265.47,10.25
1997,5,Germany,208.66,11.83
2006,12,UK,131.81,0.57
1990,1,Canada,91.96,1.46
1996,12,France,134.06,7.26
1992,1,Japan,259.04,11.71
2008,11,Japan,114.53,7.89
2016,8,India,179.83,-1.47
1992,12,India,81.44,1.72
2023,5,Vietnam,250.57,8.97
1994,8,Canada,251.99,2.3
2005,11,France,138.06,6.05
2003,12,India,99.54,0.88
2019,11,Vietnam,159.87,-0.78
2021,3,USA,270.72,4.38
2001,11,France,154.75,-0.48
2016,5,France,275.0,7.35
2015,11,France,277.78,4.67
2018,2,Vietnam,243.39,6.14
2012,8,France,178.12,6.87
2011,11,India,217.44,8.32
2009,1,Japan,94.4,-0.08
2005,5,Vietnam,135.05,9.8
2020,7,France,164.33,9.88
1992,10,Canada,91.14,1.72
2010,5,Germany,289.3,11.92
1994,3,UK,129.28,1.58
2009,4,India,145.94,1.14
2012,12,USA,79.54,4.01
2021,9,Germany,116.43,1.4
1998,5,Canada,88.2,0.65
1992,3,Vietnam,196.99,1.54
2016,11,Japan,193.4,0.48
2016,7,USA,72.77,1.71
1999,6,UK,266.3,5.12
2005,12,Canada,247.3,2.01
2013,3,Vietnam,190.14,3.24
2012,10,Vietnam,148.23,9.06
1998,3,Vietnam,199.93,1.05
1991,4,India,77.13,8.88
1995,10,UK,66.0,10.23
2024,3,UK,223.76,9.07
1996,6,Japan,55.45,-1.33
2004,1,Germany,191.0,1.82
2010,1,India,234.24,8.26
2012,7,Japan,160.97,-1.47
2018,8,France,257.82,-1.89
2002,4,Germany,168.3,10.73
1994,7,France,257.2,-1.99
1990,2,Germany,190.29,2.38
2009,9,France,77.67,7.17
1990,9,USA,236.65,10.37
2024,11,Canada,280.02,0.3
1996,7,Canada,108.61,6.82
2024,5,Canada,96.8,4.02
2023,7,Japan,226.45,7.44
1994,7,Japan,292.78,11.82
2018,3,Germany,179.81,-1.84
2016,7,India,68.84,6.82
1996,3,USA,100.72,7.96
1990,12,Vietnam,228.91,7.2
1998,3,Canada,110.04,3.16
1990,7,Vietnam,205.09,6.05
2016,7,France,170.92,4.7
2006,6,Vietnam,237.69,3.46
2021,7,Canada,134.13,5.2
2019,10,India,58.9,5.1
2004,10,UK,66.83,8.48
2017,5,France,198.42,6.13
1992,9,Germany,73.22,9.57
2017,1,Vietnam,148.7,10.64
1994,5,France,201.78,5.62
1991,3,Vietnam,136.24,11.97
2005,8,UK,153.3,-1.77
2006,7,India,267.23,1.37
2001,12,Vietnam,244.11,-1.83
2015,1,Canada,284.54,7.69
1996,9,USA,282.16,3.39
2013,5,Germany,233.79,3.5
2005,1,Canada,155.24,8.47
2007,1,Germany,151.23,4.15
1997,8,Vietnam,178.03,11.24
2016,3,USA,184.91,5.7
2015,9,France,142.82,0.29
2020,8,Vietnam,136.27,8.51
2007,6,Canada,55.97,10.38
1991,6,Vietnam,147.66,1.24
2012,5,Japan,199.8,11.28
2011,2,Vietnam,183.27,9.16
2022,6,France,132.26,10.41
2007,8,India,216.8,6.24
2004,6,Germany,88.56,6.6
1992,7,France,228.64,5.63
2012,2,Canada,157.57,11.31
1991,2,Germany,295.93,10.42
1993,3,UK,200.51,1.33
2015,10,France,288.64,8.1
2008,12,UK,220.98,-0.69
1999,7,USA,77.98,-1.86
2011,8,USA,299.12,4.19
1995,4,France,238.64,2.5
1990,11,Canada,209.87,11.18
2005,10,Vietnam,234.49,5.28
1996,11,Japan,236.5,-1.9
2013,6,France,116.86,1.26
2024,9,Vietnam,60.0,2.33
2003,7,Germany,61.29,-1.73
1993,11,India,166.89,7.97
2004,4,France,105.34,9.93
2012,8,Japan,174.86,0.6
2008,8,India,299.64,1.23
2003,7,India,161.1,7.99
2016,5,Vietnam,165.71,11.44
2011,10,Vietnam,53.04,5.21
2000,12,Germany,250.71,-1.79
1993,10,USA,284.8,9.85
2021,6,USA,259.59,10.91
2013,10,USA,97.89,6.23
2023,3,India,219.05,9.29
1992,3,Canada,141.79,-1.67
1991,4,Canada,89.83,2.91
2012,2,Canada,237.36,3.85
2009,6,Vietnam,92.51,7.67
1997,3,Japan,52.67,9.34
2024,12,USA,109.62,4.8
1992,2,Vietnam,61.5,6.82
2021,9,Germany,238.66,11.81
2020,1,Canada,62.59,1.74
2020,4,Vietnam,74.52,10.0
1990,9,UK,90.66,-0.71
2001,5,Vietnam,74.77,-1.1
2007,6,UK,166.79,10.02
2013,12,France,209.78,7.03
2018,4,Canada,134.28,10.62
2014,10,Japan,131.47,1.54
2012,6,UK,145.57,11.95
1992,7,UK,225.45,5.78
2019,6,UK,61.14,-0.86
2006,12,UK,298.19,4.19
2019,6,France,291.98,10.86
2008,3,Vietnam,172.44,0.44
1994,8,Canada,74.88,6.63
2023,8,UK,188.33,4.0
1998,4,Canada,246.12,-1.34
2015,8,Canada,205.82,7.08
1994,12,USA,248.59,8.8
2013,9,India,118.25,2.01
2020,5,Germany,90.82,11.89
2013,3,Germany,165.96,10.89
2010,7,Germany,81.57,1.7
2011,4,UK,255.79,-1.18
2011,8,Japan,133.63,3.44
2010,11,Canada,230.52,4.8
2019,11,France,277.12,0.86
1999,3,France,98.75,-1.18
1992,1,France,111.38,1.54
2018,5,India,77.09,-1.09
2014,6,France,53.36,4.38
1991,12,Germany,63.81,1.49
2002,9,Germany,97.99,10.99
2016,3,USA,285.6,5.39
2018,6,Vietnam,191.27,9.61
2003,8,Germany,252.61,6.25
1993,12,India,280.14,7.56
1997,10,Vietnam,62.15,5.32
1994,4,France,161.88,9.77
2016,10,Vietnam,138.45,-1.59
2013,10,Japan,161.7,7.44
2023,6,USA,79.94,5.39
2017,3,India,295.82,6.13
2013,10,Germany,199.88,4.06
1994,9,USA,288.56,4.04
2002,11,Japan,169.52,8.75
2007,6,India,124.5,0.53
2006,2,France,226.67,3.46
2019,7,France,102.21,11.39
2008,7,Japan,255.49,5.78
2011,1,Japan,289.95,-1.36
2007,4,UK,144.73,9.42
2015,1,France,160.96,4.89
2004,6,India,84.03,-1.68
2017,5,France,261.03,2.89
2019,3,Vietnam,152.8,5.53
2017,12,France,147.5,11.81
2009,9,Germany,105.78,6.66
1993,9,USA,294.93,7.06
1993,6,France,190.06,5.85
2004,6,France,256.58,10.42
2023,9,India,153.03,-1.47
2000,2,Canada,187.19,0.58
2012,1,India,72.28,8.45
2024,10,USA,172.08,2.23
2024,3,India,131.45,0.31
2000,8,India,140.74,-0.12
1991,2,USA,83.45,-1.28
2004,8,India,214.62,11.48
2017,12,Vietnam,78.48,8.06
2020,10,USA,286.79,-0.74
2021,6,USA,143.7,5.52
2023,4,Germany,199.67,-1.34
2011,4,India,187.94,10.65
2018,12,France,277.13,-0.55
1997,12,France,64.94,8.71
2011,7,Germany,168.54,10.25
2001,7,Germany,174.15,7.09
2012,9,Canada,266.29,11.42
1991,4,Germany,229.5,-0.82
2001,11,UK,260.03,10.52
2010,9,Japan,272.8,0.82
2001,4,Vietnam,67.28,6.06
2020,2,India,275.28,10.15
1998,7,Germany,114.69,10.0
2004,9,Vietnam,155.71,1.42
2021,11,UK,267.31,3.89
1998,10,France,64.21,9.94
2013,2,UK,84.36,-1.8
1997,12,India,125.95,1.2
2017,11,India,250.46,1.22
2007,6,Japan,155.47,0.71
2021,6,France,128.11,8.56
2010,11,Japan,228.29,10.09
2018,10,France,252.62,-1.6
2007,3,UK,167.96,4.48
2012,8,USA,59.25,4.24
2022,5,Germany,253.11,1.16
1998,4,India,211.28,7.72
1993,4,Canada,179.22,-0.11
2005,5,India,175.1,7.06
1992,11,Japan,114.98,-0.87
1997,10,Germany,180.1,1.23
2005,11,India,230.28,-1.68
1991,12,Japan,67.91,8.65
2008,12,USA,89.83,7.56
2013,4,Germany,200.82,3.01
2005,11,Germany,79.11,7.36
1991,6,Japan,224.8,3.92
2021,8,Canada,212.46,9.52
1990,2,Japan,150.33,1.79
2007,7,UK,245.02,4.77
2021,11,India,125.99,4.85
1998,6,USA,288.66,9.65
1992,4,Japan,54.39,8.75
2013,2,UK,77.01,-1.3
2000,1,India,197.34,1.66
2017,11,Germany,214.62,8.13
2005,8,France,298.14,-1.54
2018,8,Germany,110.21,7.44
2001,9,UK,244.2,9.31
1993,5,France,106.88,6.8
2015,9,USA,288.39,2.28
1993,4,France,159.46,3.77
2000,11,India,62.91,5.02
1991,10,UK,106.66,4.25
2020,4,Germany,145.08,4.47
1992,5,Japan,132.95,-0.78
2014,3,Germany,154.49,-1.05
2023,5,USA,206.44,5.79
1990,5,France,125.63,9.24
1994,11,Germany,62.71,1.21
2020,12,France,164.27,9.4
1992,10,USA,159.47,2.72
2001,4,Germany,177.02,9.33
2005,11,Germany,133.29,1.2
1997,5,USA,52.02,4.83
2000,5,USA,143.5,9.57
2003,9,France,118.2,7.72
2016,1,Canada,173.7,11.61
2007,12,USA,71.38,2.12
1997,7,Germany,229.26,9.52
2022,1,USA,240.57,-1.21
1993,11,France,221.22,11.57
2019,1,Vietnam,244.88,-1.67
2009,3,India,122.15,11.25
2019,5,Canada,80.66,-1.53
2016,12,Japan,99.77,8.52
2014,9,Canada,258.28,7.44
1995,9,Canada,268.45,3.31
1994,12,UK,58.44,10.73
2003,11,Germany,291.56,11.12
2003,11,USA,223.15,10.45
2023,1,USA,297.17,11.92
2014,3,Canada,96.03,5.97
2007,11,India,255.13,6.89
2009,1,Germany,236.96,4.89
1997,1,UK,294.9,11.14
2015,9,Germany,79.18,8.87
2010,2,France,252.73,11.02
2016,1,Vietnam,185.94,10.42
2021,6,Japan,174.83,1.1
2006,2,Germany,74.73,1.64
1990,5,France,157.46,9.72
2016,3,UK,179.71,7.06
2000,10,Japan,145.18,7.46
2024,5,Vietnam,147.31,2.29
1999,8,France,117.21,11.43
1990,6,Japan,277.96,2.95
2011,11,France,126.23,8.29
2006,11,France,106.59,-0.05
2001,11,UK,291.7,7.89
2002,8,France,52.09,3.51
2014,6,India,245.96,-1.46
2015,4,USA,106.17,-1.13
2022,4,India,107.57,8.17
1997,10,Japan,242.82,-0.14
2002,10,UK,134.94,11.01
2015,3,India,248.41,8.71
2006,8,India,187.4,6.3
2013,10,France,244.64,4.86
2013,9,USA,68.25,1.67
2001,8,France,231.63,7.62
2020,9,India,198.47,10.48
2005,10,Germany,259.36,2.92
2005,9,Vietnam,96.44,5.94
2019,3,France,188.23,4.98
2017,11,France,208.34,2.58
1992,12,Canada,58.54,5.92
2022,4,UK,222.44,5.45
2013,12,France,198.83,7.37
2019,3,France,170.75,6.56
2017,5,Canada,72.39,7.02
1991,9,India,238.21,3.43
2002,3,USA,227.76,10.17
1999,12,Japan,179.19,0.27
2002,6,Germany,100.04,0.15
2008,4,Germany,150.63,10.32
1995,1,France,186.23,7.45
2007,8,USA,169.98,-1.95
1998,3,Japan,132.6,1.65
2006,8,India,117.02,7.62
1993,5,Germany,108.99,0.67
1995,8,UK,130.97,-0.67
2000,1,Germany,153.01,-0.63
2015,6,Germany,216.51,5.53
2000,3,France,53.7,10.1
1997,5,Germany,248.36,2.33
1992,4,Germany,74.02,6.59
1991,12,France,92.22,11.65
2007,11,Canada,199.43,5.59
1991,9,Japan,60.4,-0.63
2015,3,USA,260.28,0.56
2001,7,Germany,244.89,2.27
2015,4,India,231.43,0.22
2005,3,USA,86.55,2.8
2003,10,Germany,119.32,5.08
1991,3,Germany,243.6,3.83
2010,4,Canada,157.25,2.32
1996,7,Vietnam,169.25,11.38
2000,11,UK,86.77,8.87
2018,9,Japan,283.09,8.52
2017,12,USA,296.89,0.74
1993,12,Germany,232.58,3.13
1993,6,USA,232.69,11.37
2016,1,Canada,95.66,-1.23
1995,8,Canada,144.7,4.39
2023,2,Japan,127.6,1.41
2007,11,Canada,86.97,6.74
2019,9,USA,121.87,4.75
2022,11,UK,272.88,9.3
2009,3,USA,132.45,-1.79
1994,10,USA,116.97,-1.5
2024,11,UK,216.41,4.04
2008,7,Japan,111.42,10.17
2001,6,Canada,276.06,4.78
2015,9,India,98.26,9.83
2008,11,Japan,285.51,10.42
2000,3,Germany,237.55,6.0
2009,2,Germany,201.99,1.98
1998,3,France,149.88,6.32
2009,4,France,121.52,0.66
2016,5,UK,211.87,5.0
1994,6,USA,114.48,-0.93
1999,12,UK,236.56,-0.17
1998,7,USA,291.57,1.37
2014,10,Vietnam,119.95,3.52
2002,3,Germany,169.12,2.13
2021,9,France,156.26,-0.53
1997,3,Vietnam,166.58,-1.79
2016,3,France,155.33,1.56
2011,8,Germany,167.49,1.9
2017,10,USA,88.93,1.07
2007,3,India,116.78,10.89
2012,7,Vietnam,257.76,-0.01
2020,1,Vietnam,92.27,0.66
2023,1,France,147.46,2.8
1996,5,Canada,80.45,8.51
1994,11,India,53.76,-1.94
2010,9,Germany,226.27,9.32
1995,11,Japan,152.49,-1.66
2024,12,UK,281.54,4.42
2012,8,UK,239.51,2.03
1992,2,Japan,265.31,-1.26
2022,8,France,133.81,0.13
2012,10,UK,211.65,11.0
2005,9,Vietnam,56.14,1.76
2014,4,USA,223.24,10.48
2005,9,Canada,150.17,10.48
2014,4,USA,127.5,5.92
1996,8,India,274.39,-0.49
1997,7,USA,298.68,8.12
1992,7,Japan,214.19,3.59
1994,9,Vietnam,123.87,8.01
2008,8,UK,272.17,1.5
1996,11,Canada,256.6,3.44
2011,10,USA,279.77,11.28
2015,10,UK,133.56,1.87
2014,6,USA,106.29,5.48
1995,4,India,178.64,-1.46
1994,5,India,291.21,-1.41
2011,12,Vietnam,86.81,7.12
2020,4,USA,199.9,2.95
2011,1,Canada,74.34,9.56
2000,6,UK,127.27,11.42
2021,9,Germany,86.49,9.35
2006,7,UK,75.4,8.93
2011,10,India,296.89,7.16
2005,4,France,84.39,7.02
2004,12,India,107.77,0.75
1997,1,France,98.22,10.1
1992,8,India,271.31,9.51
2002,12,UK,146.36,0.01
2019,2,Canada,66.7,2.56
2017,2,Germany,181.31,11.92
1998,7,France,91.48,1.17
2001,12,India,219.49,9.18
2014,8,Germany,157.27,1.61
2010,2,Canada,196.42,8.73
2008,2,Canada,287.35,3.39
1997,4,USA,206.91,6.29
1992,12,UK,67.07,11.32
2011,9,India,246.62,4.87
1990,9,USA,251.73,7.74
2008,8,Japan,273.23,8.2
2010,7,Germany,145.18,9.84
2002,8,India,105.69,8.1
2016,12,Germany,188.36,8.38
2006,12,USA,206.18,-1.8
2009,7,India,182.33,-1.65
2019,3,UK,236.78,6.51
2000,4,Canada,176.31,-1.94
2016,2,USA,290.96,-1.57
2017,8,Japan,144.67,5.45
2015,11,India,78.71,0.41
2022,8,Vietnam,164.38,4.82
2021,11,Canada,124.64,11.73
2014,7,India,88.3,6.54
2013,9,France,187.76,-0.19
2016,11,France,143.23,8.88
2011,7,Canada,98.67,1.2
2009,3,USA,195.64,9.7
2022,8,France,227.36,6.43
1994,3,Germany,98.04,0.78
2018,1,France,276.06,2.32
1994,1,Canada,191.26,-0.16
2006,4,France,73.01,2.97
2018,2,Japan,169.72,5.18
2000,11,Japan,221.68,6.5
2011,10,India,54.02,8.16
2020,11,UK,71.37,2.35
1990,8,India,234.69,3.66
2004,1,UK,116.72,4.13
2008,6,UK,139.19,0.38
1999,4,India,129.52,10.81
1998,8,USA,135.68,1.43
2002,3,France,182.05,2.34
2015,5,UK,75.05,7.99
1995,7,USA,256.75,-0.57
1991,1,USA,127.79,0.94
2018,4,Vietnam,235.97,6.72
2001,2,USA,211.23,9.09
2012,4,Japan,231.16,-0.15
1992,2,India,195.99,7.54
2000,11,Canada,154.81,-0.03
1994,2,Vietnam,64.19,6.48
1999,10,Germany,158.81,10.86
1995,7,Canada,52.81,3.19
2005,8,USA,50.02,10.23
2020,12,Japan,112.01,7.75
2012,11,UK,246.53,9.29
2019,7,Vietnam,109.26,7.99
2009,9,India,230.25,8.67
2014,8,Canada,187.92,-0.25
2024,12,Vietnam,230.64,2.26
1994,11,Germany,82.29,3.24
