year,month,country,energy_source,consumption_TWh,co2_emission_mt
1991,10,Japan,oil,1862.9,1415.31
2019,10,China,nuclear,2337.47,1789.37
2011,4,Brazil,gas,3990.06,670.61
1990,5,USA,hydro,1734.18,707.35
2016,7,Brazil,hydro,317.91,1815.42
1996,8,Japan,wind,174.4,472.13
1990,4,Brazil,gas,3654.0,374.3
2014,7,Germany,hydro,3993.59,1342.0
1993,6,Japan,hydro,70.29,364.78
2019,9,Germany,gas,4295.28,555.2
1997,4,Japan,hydro,2469.44,812.18
2010,4,USA,gas,147.25,187.13
1993,3,China,hydro,2788.33,1293.58
1993,8,China,coal,546.4,1638.01
1997,8,USA,coal,1651.17,1649.77
2015,4,France,coal,860.13,1282.18
2018,3,Japan,nuclear,2681.42,955.02
2005,6,Japan,wind,2798.62,695.15
2008,9,India,wind,4529.58,12.99
1990,8,India,gas,684.07,1775.49
2023,7,Japan,coal,2503.33,43.63
2018,7,Japan,wind,2902.1,1075.12
2016,5,France,hydro,1930.39,344.87
2019,2,China,gas,485.92,1234.76
1995,9,China,gas,4236.65,187.5
1991,3,France,hydro,2399.48,1112.46
2003,9,USA,solar,1657.03,1572.44
1997,10,France,solar,69.21,1047.79
1992,2,France,oil,4507.14,348.8
2024,12,UK,gas,4087.85,1226.86
2016,12,Germany,wind,774.73,1144.18
2023,1,China,solar,1179.63,1779.51
2017,10,Japan,solar,1931.51,72.57
2020,7,China,nuclear,2729.65,1466.47
2006,1,UK,nuclear,2351.95,867.01
2008,8,India,wind,3840.59,905.35
2000,3,Germany,oil,4760.33,1937.3
1998,3,UK,wind,2069.45,717.34
2019,12,Brazil,coal,507.04,1183.34
1995,9,USA,solar,4469.89,524.39
2003,11,India,coal,4219.51,743.13
2020,12,Germany,gas,4402.41,1128.01
2000,1,India,hydro,2220.25,1992.12
1994,7,France,gas,1685.11,1161.22
2020,2,UK,oil,4742.84,454.47
1991,11,Brazil,coal,3523.06,1929.3
2006,3,Germany,nuclear,1828.96,533.17
1992,10,Brazil,gas,583.35,1163.52
2018,12,France,oil,1349.85,80.21
2022,8,Brazil,solar,380.59,903.59
2003,3,China,solar,3947.22,1883.37
2018,2,France,gas,539.89,49.09
2012,7,USA,coal,210.53,579.73
2006,12,India,hydro,634.35,1294.0
2000,12,Japan,solar,4541.71,1409.94
2017,3,USA,nuclear,611.17,1021.28
1996,8,India,wind,1709.7,1546.74
1997,4,France,oil,1861.47,620.37
2018,6,India,coal,237.59,663.94
2014,11,Japan,wind,2913.78,1101.1
1996,12,India,solar,4867.68,905.5
2011,8,France,nuclear,2762.61,641.51
1998,4,USA,solar,499.7,138.6
2000,5,China,wind,41.68,69.8
2023,3,India,coal,1997.07,1454.76
2016,4,UK,coal,2374.97,302.29
2011,10,Japan,gas,3054.6,212.27
1992,8,UK,wind,3494.8,1079.4
1997,7,Japan,nuclear,2291.65,1458.76
1995,6,USA,hydro,2121.09,1866.64
2014,5,USA,coal,1257.28,1249.33
1991,9,France,wind,1695.78,1865.25
2005,12,UK,wind,282.96,1049.82
2010,4,Japan,wind,649.48,1203.66
2004,3,China,wind,3752.8,1602.66
2023,11,China,wind,621.09,1329.25
2009,6,Germany,hydro,2106.62,1042.51
2020,2,France,solar,2407.93,1070.48
2004,9,India,hydro,23.02,1070.75
2017,6,Brazil,coal,3786.33,700.44
1995,3,Japan,wind,2587.5,830.24
1992,2,UK,gas,260.94,1344.18
2012,9,Japan,oil,2232.72,375.85
1992,10,USA,wind,278.18,1870.03
1997,3,UK,oil,3904.15,1701.41
1991,6,UK,coal,4304.13,1182.82
1996,9,USA,solar,3062.9,834.16
2006,3,UK,gas,4622.19,1729.52
1996,12,Brazil,oil,3559.86,1341.4
2022,9,Japan,coal,3908.89,1690.9
1993,2,China,nuclear,1919.33,784.78
2005,4,India,coal,141.84,1691.38
2010,10,China,coal,1134.05,84.71
2007,3,UK,hydro,3060.33,160.9
2017,7,China,wind,500.64,1855.36
2005,11,Germany,hydro,2836.75,818.83
2011,4,UK,gas,4633.99,1924.26
1995,4,Germany,oil,3060.97,1415.16
2019,1,France,gas,4532.14,1187.29
2017,10,Japan,hydro,1335.58,851.39
2006,3,China,wind,173.23,1853.2
2001,5,Brazil,coal,4435.75,1539.61
2001,5,Japan,wind,4855.62,926.2
2018,4,USA,hydro,3268.42,625.66
1991,7,India,coal,3580.61,1075.74
2018,10,Brazil,wind,3421.17,1268.69
2019,10,USA,gas,4714.4,1224.28
2014,4,Germany,wind,62.09,1158.75
2010,7,Japan,gas,494.65,678.3
2011,6,France,gas,2072.59,1736.29
1999,6,USA,gas,3640.5,1499.83
2020,5,Germany,gas,2387.12,515.82
1998,11,France,coal,4699.59,1290.67
2023,8,USA,solar,502.97,1840.39
2012,9,India,solar,3763.58,1492.95
2001,12,UK,coal,172.07,1700.94
1996,9,India,wind,2365.29,821.14
2021,6,China,gas,4156.77,1117.64
2008,5,Brazil,gas,4252.93,544.81
2011,1,Japan,coal,2333.53,423.66
2005,3,China,coal,4387.59,1383.75
1997,8,USA,gas,399.51,1021.93
2019,11,India,solar,2868.47,1030.89
1995,1,China,oil,3948.84,609.24
1991,1,UK,nuclear,666.46,207.14
2023,12,USA,oil,4200.0,1133.64
2018,8,Germany,solar,4981.73,1019.72
2009,11,USA,oil,912.46,1057.06
1992,7,Brazil,solar,4918.01,260.11
2024,2,Brazil,hydro,1193.7,1714.66
1997,6,France,nuclear,413.87,149.43
2001,9,France,gas,1140.32,1560.21
2021,8,India,wind,3181.07,678.62
2018,6,France,gas,4703.77,1821.37
2010,2,India,oil,2379.45,907.01
1992,11,UK,solar,1902.63,1752.6
2016,3,USA,hydro,1603.06,140.11
1992,3,USA,oil,1551.38,1411.98
1990,9,Japan,coal,3319.26,929.58
2009,9,India,oil,61.74,937.53
1996,5,USA,oil,4243.47,1949.93
1990,11,France,solar,1735.99,498.63
1999,5,Brazil,coal,4098.38,1573.1
2001,8,China,coal,3647.35,1086.23
1993,3,China,oil,2383.64,801.36
1996,9,USA,hydro,3131.4,688.49
1999,5,China,coal,2854.29,248.85
2011,9,India,nuclear,3310.03,1909.82
2014,10,Brazil,coal,4393.85,186.85
2018,9,Germany,gas,3415.71,344.44
2004,12,France,solar,3358.18,1433.98
2008,12,USA,coal,2177.11,1992.11
2007,11,Japan,coal,1864.76,987.87
1992,4,UK,nuclear,3035.61,58.43
1995,2,Brazil,hydro,5.84,431.54
2011,7,Brazil,solar,770.95,826.17
2020,1,USA,oil,1784.55,1914.3
2010,7,India,nuclear,835.89,260.12
1997,1,UK,nuclear,3944.88,1804.82
1990,5,Brazil,nuclear,1863.92,510.36
1992,1,France,hydro,4277.09,25.82
2018,8,UK,oil,4938.5,161.13
1995,1,Germany,coal,4349.15,1104.12
2022,6,France,gas,1929.16,1936.66
2007,1,France,solar,4453.16,710.83
1990,2,USA,nuclear,1804.65,860.62
2011,4,USA,oil,2855.71,1512.17
2020,12,UK,wind,4750.2,869.67
2012,8,China,hydro,4624.7,1818.63
1997,3,USA,hydro,2001.71,1962.25
2018,8,France,oil,643.82,1202.6
2008,7,France,nuclear,4252.25,63.27
2005,12,France,gas,3483.04,236.62
2008,6,USA,solar,3176.57,111.31
2011,10,China,solar,2491.2,1375.6
2008,1,Japan,hydro,1050.7,357.32
1993,6,France,coal,1354.94,1001.95
1994,6,Brazil,hydro,1000.75,380.97
1994,10,Japan,gas,2813.39,1637.74
2014,8,Japan,oil,1583.74,891.94
2013,11,Germany,oil,1045.08,1984.9
1990,6,USA,nuclear,4206.68,827.46
2017,2,France,hydro,2821.81,1789.41
2010,10,India,wind,2529.5,1095.94
2008,3,China,coal,799.62,1221.0
2012,2,France,nuclear,2450.88,68.85
2003,3,USA,oil,2326.27,1030.61
1995,1,China,gas,4803.42,1554.78
2021,7,China,gas,4383.93,977.87
2021,5,Germany,coal,4721.09,404.86
1997,9,Germany,nuclear,976.87,1488.06
2011,7,UK,coal,498.19,1805.75
1997,1,USA,coal,546.17,1960.21
1999,1,Germany,hydro,433.97,1806.67
1992,2,USA,gas,2152.1,1131.46
2002,7,UK,hydro,183.36,762.86
2019,7,Japan,coal,466.74,1251.81
1993,9,Germany,hydro,3732.01,1002.28
1995,3,France,solar,847.97,1661.56
2005,3,Brazil,wind,1123.01,1094.49
2011,8,Germany,solar,1044.34,553.6
2016,6,UK,coal,3060.64,1812.02
2010,3,India,wind,416.56,1201.71
2018,8,India,coal,4093.35,1300.19
1990,3,UK,solar,2792.63,701.58
2019,6,India,nuclear,18.34,1402.14
2013,1,India,nuclear,4771.2,207.55
2002,4,India,coal,184.79,850.88
2019,6,India,solar,1875.6,723.37
2015,5,China,gas,872.61,921.52
2023,4,China,gas,2712.4,991.7
2009,10,Germany,hydro,2294.85,147.52
1995,1,USA,solar,3403.83,1801.11
1998,4,France,oil,3921.42,1086.14
2005,1,Brazil,gas,3100.54,848.31
1993,11,China,hydro,2362.7,811.1
2021,10,Brazil,nuclear,3782.92,736.64
2009,4,USA,coal,4236.24,186.21
2018,3,France,oil,2018.94,1089.27
2020,7,France,wind,1866.31,297.43
2006,11,Japan,nuclear,215.61,1517.28
2014,6,UK,coal,86.57,352.21
2005,6,France,oil,4427.85,687.24
2009,10,Japan,wind,4494.47,1995.37
1999,11,Japan,gas,3045.41,238.91
2012,3,UK,wind,2734.99,1397.68
2022,6,Japan,nuclear,4712.59,1283.84
2002,12,UK,solar,4157.82,1089.07
2014,3,USA,coal,4835.42,791.31
2013,7,UK,nuclear,502.76,65.7
1995,2,Germany,wind,4978.39,1322.24
2004,9,USA,wind,1827.34,175.11
2023,10,Germany,oil,2703.51,1971.0
1993,2,Germany,nuclear,662.92,466.65
2003,1,India,oil,2910.62,396.23
1993,4,Brazil,solar,1190.16,976.57
2017,8,France,nuclear,3810.64,1819.07
2018,7,Germany,solar,1514.83,816.1
2007,6,China,oil,1522.39,1611.04
2009,10,Japan,nuclear,2915.83,1166.12
2021,12,Germany,nuclear,2487.4,420.53
1997,7,UK,nuclear,2225.49,1830.81
2002,4,India,oil,1238.78,1806.65
1998,8,Japan,oil,1488.13,564.16
2022,12,USA,oil,2401.64,376.48
2001,4,Germany,wind,2770.34,970.7
2014,10,Japan,wind,867.4,1120.94
2014,8,India,coal,1633.1,1606.17
2005,11,Germany,nuclear,4401.51,27.67
2005,5,Germany,oil,859.59,1303.04
2024,9,UK,wind,1496.01,2.07
2012,7,China,solar,292.9,439.78
1997,10,France,gas,621.36,1573.89
1992,10,India,gas,573.33,1751.72
2013,6,India,coal,2205.19,632.57
2011,2,Germany,nuclear,1975.33,405.28
2003,6,India,nuclear,759.77,151.66
2011,12,USA,hydro,282.77,944.03
2023,1,France,gas,4888.09,511.22
2020,2,USA,solar,792.28,543.51
2010,5,France,solar,3241.46,1642.93
1994,7,Germany,gas,4462.36,1176.74
2008,1,France,solar,1237.66,273.38
2010,2,India,nuclear,4144.91,267.07
1991,4,France,oil,2209.85,11.19
1992,9,Japan,hydro,14.87,1686.51
2019,8,Brazil,oil,2452.2,1606.89
2023,10,France,oil,987.88,1534.38
2014,9,Germany,nuclear,295.27,731.24
2024,4,USA,coal,610.69,1797.27
2018,11,India,wind,4859.72,763.41
2001,7,China,solar,1616.26,707.02
2012,11,Germany,nuclear,4408.3,708.11
2017,3,USA,oil,1056.7,1192.73
2006,12,USA,solar,217.97,755.65
2005,8,China,nuclear,4561.25,569.9
1998,12,France,nuclear,4893.3,1141.04
1992,7,Germany,solar,900.65,1476.52
2011,8,France,wind,5.17,324.08
2020,9,UK,coal,2192.32,1804.23
2003,6,UK,hydro,3359.78,372.11
1992,4,USA,solar,4563.6,976.44
2012,12,UK,hydro,600.85,1162.96
2010,3,Japan,oil,4638.23,181.35
2013,3,USA,hydro,2964.17,1628.61
2021,11,UK,wind,4794.76,791.51
1994,11,USA,oil,4459.47,1452.87
2022,11,Brazil,wind,3856.83,402.52
2008,6,Brazil,gas,4252.18,1696.47
2023,8,France,coal,4953.23,250.42
1992,8,Brazil,solar,4197.88,1941.67
2017,11,Japan,hydro,4339.51,198.38
2000,8,France,solar,4691.08,558.08
1999,9,India,oil,384.7,999.1
1991,1,China,coal,4506.67,905.07
2016,7,France,oil,1817.3,1144.74
1998,10,USA,wind,2599.91,1895.19
1990,9,UK,coal,3808.97,839.74
2022,11,Germany,wind,1479.61,515.65
2022,2,UK,wind,320.06,893.47
1992,4,China,nuclear,4296.78,1603.67
2021,6,UK,solar,2821.22,1989.12
2002,4,UK,gas,2011.1,1519.58
2010,9,France,solar,393.98,1976.33
1993,10,Germany,solar,3907.96,1378.87
2006,12,USA,gas,397.74,994.68
1993,12,Japan,hydro,655.06,1865.77
2009,12,India,coal,4687.5,246.82
2001,1,Germany,coal,1546.53,1956.8
2015,9,China,solar,3130.0,381.27
2005,10,Japan,oil,4680.64,1302.78
1996,1,Germany,nuclear,304.72,777.3
2022,1,France,hydro,4787.15,1800.08
1991,5,Japan,oil,3963.12,1488.0
2022,1,USA,oil,3945.66,1106.94
2003,10,China,nuclear,4750.91,1800.46
2009,9,India,hydro,2048.48,1839.76
2016,6,India,nuclear,3016.5,1122.99
2010,9,UK,nuclear,4525.81,929.97
1991,5,UK,wind,1517.48,678.52
2005,6,China,oil,47.75,1269.93
2008,2,India,nuclear,2455.23,95.78
1993,12,France,oil,4252.85,1641.08
1999,9,USA,oil,1326.56,1119.13
2011,3,China,nuclear,3506.23,717.53
2001,5,UK,gas,3684.33,991.88
1991,8,UK,coal,4065.08,945.88
1991,5,Brazil,solar,3738.25,1633.18
2023,10,UK,nuclear,1968.9,1499.48
2007,4,France,coal,1660.38,1052.33
2005,4,France,oil,1336.42,1359.11
2008,12,Germany,wind,2322.73,1342.92
2014,5,France,coal,3398.85,548.44
2019,3,India,gas,1789.87,1769.53
1995,10,Germany,gas,4515.33,1264.41
2016,11,China,coal,3491.18,1564.37
2004,4,Germany,oil,581.91,337.82
2020,5,India,solar,3288.78,1335.38
2011,4,Brazil,solar,1283.07,1825.99
2001,3,China,hydro,4621.55,1460.05
1999,12,India,solar,3980.85,1020.27
2010,1,India,coal,1251.9,1052.6
2020,2,Brazil,nuclear,833.8,150.83
1999,11,Brazil,gas,2289.77,741.32
2008,9,France,nuclear,4539.83,1276.98
2012,12,France,oil,2229.35,149.86
1999,10,Brazil,solar,4531.48,1885.7
2016,2,Japan,hydro,2340.89,802.04
1991,2,USA,wind,584.4,1364.07
2000,5,USA,wind,1324.8,545.99
1997,10,USA,wind,629.3,1794.91
2008,9,France,oil,463.5,1534.5
2005,3,UK,wind,4015.63,1382.42
1993,9,Brazil,wind,1184.87,1464.4
2003,4,Japan,hydro,4435.41,92.03
2011,12,Japan,gas,1419.4,1702.09
2006,3,Japan,nuclear,432.91,122.69
2015,5,Germany,gas,4908.06,1592.23
2024,12,USA,solar,3313.46,465.06
2019,12,China,oil,4227.26,1374.37
2010,7,France,coal,876.83,290.47
2009,12,Japan,wind,4601.2,1424.34
2015,7,Brazil,hydro,1727.15,849.17
2001,12,UK,coal,762.51,1595.3
1997,2,USA,gas,1399.75,1976.2
2024,11,Brazil,hydro,4500.51,1175.66
2018,12,Germany,oil,563.78,1331.5
1996,7,UK,oil,4532.37,1402.53
1999,7,UK,nuclear,2582.42,1212.27
2009,2,Japan,oil,3532.76,932.86
2017,10,China,gas,4067.24,1727.29
2003,9,India,nuclear,3177.76,435.09
2001,8,China,nuclear,4082.3,116.82
1997,12,Germany,wind,4364.4,678.07
1996,2,Germany,wind,3075.58,997.73
1994,6,France,wind,3565.79,1815.34
1990,8,Germany,wind,1955.12,1882.07
1998,9,UK,gas,394.39,1109.69
2007,1,Brazil,gas,4954.28,1771.55
1999,12,Germany,wind,4537.39,775.39
1990,7,France,wind,1687.92,763.22
2009,10,China,oil,276.72,1119.08
2018,5,UK,oil,3577.31,129.73
1991,9,China,hydro,4324.32,728.42
2015,12,USA,nuclear,4002.13,1060.53
2000,9,France,oil,3258.08,1375.51
2014,3,Japan,nuclear,3024.22,1653.59
2023,10,USA,nuclear,1556.22,324.69
1990,7,Japan,coal,3244.07,566.19
2020,12,USA,hydro,226.39,1411.35
2011,12,China,coal,3319.23,144.32
1991,3,India,solar,507.17,1367.39
1990,4,Japan,hydro,203.42,965.44
2013,8,Brazil,coal,4274.73,1492.82
2023,1,Brazil,solar,1201.38,1034.44
1998,4,China,coal,4568.31,350.66
2001,4,USA,nuclear,1741.67,1717.29
2009,3,Japan,nuclear,1089.54,251.24
1993,2,India,coal,1215.86,314.62
2004,8,Japan,gas,4771.15,249.32
1993,6,UK,solar,1781.79,636.67
1994,2,Japan,coal,3488.86,1283.67
1999,8,Germany,hydro,4490.96,271.04
2024,8,India,gas,4220.23,935.5
1990,7,Japan,gas,2729.58,1152.4
2007,8,USA,solar,4995.56,1249.49
2020,9,Japan,solar,4343.25,1240.41
1995,3,India,coal,3233.11,1605.51
1995,2,Brazil,hydro,2388.59,1229.79
2008,11,Brazil,hydro,4407.67,990.44
2021,7,Germany,solar,147.29,1919.3
2019,2,Japan,oil,3846.39,519.03
2015,3,UK,solar,1387.43,845.69
1992,6,France,coal,3655.12,1972.73
2022,9,China,oil,2775.67,549.98
2020,9,India,hydro,2210.2,1174.95
2009,10,USA,coal,875.45,1451.29
1993,2,Germany,nuclear,3274.88,1959.37
2021,1,India,wind,1458.9,1314.02
2007,6,India,wind,4478.64,651.73
1999,7,India,nuclear,3068.63,494.02
2011,8,USA,oil,3549.48,320.0
2006,4,India,wind,3952.01,208.61
1993,7,Japan,coal,1243.17,1439.63
1996,9,France,gas,1750.31,262.46
1997,1,Japan,wind,2100.94,1456.15
1990,3,India,nuclear,4744.33,1662.0
1997,5,Japan,coal,965.45,1527.56
2008,12,UK,nuclear,1914.05,1692.47
2006,7,USA,coal,1072.11,1.53
1998,5,France,coal,3456.53,1849.68
2005,1,Japan,oil,4084.31,1003.49
2016,1,India,hydro,2016.59,721.69
1991,1,Germany,hydro,3521.84,752.3
2001,8,Brazil,coal,748.76,805.86
2024,7,France,coal,814.71,938.18
2020,3,Brazil,nuclear,4741.11,184.31
2008,4,France,coal,2351.44,1690.01
2015,8,China,coal,703.65,1790.99
1993,12,China,hydro,100.36,1223.29
2020,7,France,nuclear,4950.12,1382.75
2002,7,UK,gas,2462.4,285.04
1993,6,USA,nuclear,3054.28,1651.09
2002,9,Germany,hydro,1358.3,309.71
1998,6,USA,oil,4146.95,1859.86
1991,1,China,coal,3249.47,126.5
2024,5,Germany,nuclear,503.55,317.1
2001,8,China,nuclear,2200.19,167.5
2006,11,France,nuclear,2110.81,1695.39
1993,11,China,nuclear,406.41,1694.37
2003,6,France,wind,3280.0,1057.89
2010,5,USA,coal,507.32,73.36
1997,9,India,coal,80.71,251.4
2022,7,Japan,coal,140.01,1310.04
2017,7,UK,hydro,3557.98,1160.79
1992,1,Germany,coal,3142.0,1264.82
2003,2,Japan,gas,1199.78,820.17
2008,12,UK,hydro,4770.61,1427.91
1995,10,Germany,solar,851.09,1535.52
2009,5,Brazil,solar,4194.2,1071.83
1990,3,China,wind,3143.34,1833.29
1999,8,Germany,coal,633.68,209.3
2002,4,Germany,nuclear,915.92,1651.13
2001,7,Japan,oil,4141.93,1243.46
2000,5,USA,gas,483.57,1840.11
2006,6,UK,solar,4364.69,783.45
2018,7,UK,wind,1658.11,1266.89
1992,8,Germany,solar,3748.21,1081.99
2018,3,India,hydro,2940.03,1487.65
1999,3,India,solar,321.63,1063.97
2008,2,Japan,gas,1229.05,708.06
1993,6,Japan,hydro,4695.17,1320.1
2001,11,UK,hydro,122.77,740.44
2020,2,Germany,nuclear,3611.24,1324.25
1991,1,Japan,wind,2647.37,948.79
1990,1,UK,wind,1630.48,439.76
2006,9,Brazil,gas,4478.77,344.05
2014,1,USA,nuclear,2265.93,255.63
1994,7,China,coal,301.42,1386.59
2003,5,USA,nuclear,2089.79,1960.52
1999,6,China,wind,2894.91,1935.13
2010,10,Germany,oil,3201.2,1825.51
2014,9,Brazil,nuclear,1879.38,117.85
2024,3,Germany,wind,1129.65,1125.21
1992,6,USA,wind,4248.73,188.87
2007,7,Brazil,solar,1699.11,546.07
2022,2,France,gas,3686.23,98.61
2006,6,USA,wind,4478.69,1454.83
1995,6,Japan,gas,2550.06,336.61
2023,5,India,nuclear,3965.26,930.8
2015,7,Japan,gas,3317.06,1946.11
2020,9,USA,oil,4394.87,996.41
2017,7,UK,coal,2084.14,1024.97
2002,2,Japan,coal,1712.57,1539.5
2010,4,China,gas,527.13,704.21
2015,1,France,gas,3378.91,1957.08
2020,2,France,coal,470.93,615.2
2005,9,India,wind,1928.97,156.82
2020,12,Japan,oil,4045.54,970.56
2002,7,Japan,nuclear,740.24,1108.55
2019,11,Japan,coal,3218.5,1974.98
2021,8,Japan,coal,3250.72,1833.09
1994,8,Japan,coal,3399.28,880.31
2001,11,UK,gas,2091.38,793.95
1993,12,UK,gas,2914.58,167.36
2018,2,USA,solar,948.32,1296.58
1994,5,India,hydro,936.8,1229.32
2000,1,Germany,coal,4490.09,1916.19
2019,9,Germany,gas,185.76,1589.4
1998,5,USA,coal,178.92,449.67
2017,1,China,nuclear,186.95,622.28
2011,11,USA,gas,1539.34,605.85
2000,7,China,coal,1243.17,263.84
2010,9,UK,wind,2726.67,607.74
1995,1,India,gas,4760.98,1277.46
2015,12,Germany,wind,401.37,931.82
2005,12,Brazil,solar,2916.9,1211.02
2003,1,Japan,oil,3601.13,847.22
2024,1,Japan,oil,4722.59,869.4
2011,7,UK,nuclear,3710.25,79.39
1991,10,USA,hydro,4970.43,1745.71
2002,3,India,nuclear,1544.24,1755.43
2000,9,Germany,solar,4502.08,465.18
2001,9,Japan,coal,288.49,1863.19
2022,7,UK,oil,2932.42,1290.4
2011,3,USA,solar,4596.48,986.86
1998,10,China,gas,3626.0,716.31
1996,8,India,coal,856.76,839.24
2006,6,Japan,solar,1885.15,458.68
1999,4,China,solar,714.21,681.34
2014,8,India,coal,1707.78,1344.55
2016,12,Japan,solar,3541.36,1553.65
2019,3,China,solar,693.37,1256.75
2019,1,UK,gas,2486.51,554.15
2023,4,France,solar,1269.93,460.53
2022,9,Germany,nuclear,348.28,1284.61
2021,7,France,nuclear,561.88,855.41
2001,1,France,hydro,117.55,1177.72
2012,12,USA,hydro,1318.99,756.41
2018,1,Germany,gas,4748.19,1100.87
1990,1,India,solar,2667.91,381.95
2009,6,Japan,hydro,2354.76,1234.43
1999,10,China,nuclear,791.31,1333.14
2008,10,Japan,wind,2004.81,1240.27
2012,9,Germany,wind,970.27,87.12
2010,11,France,coal,2137.86,1009.83
2024,3,France,gas,2417.15,1503.93
2021,11,France,nuclear,4458.15,1383.02
1999,3,Brazil,nuclear,3687.45,109.9
1991,12,USA,hydro,3836.72,1813.44
1995,11,USA,nuclear,4701.17,1522.04
2006,12,Germany,solar,3732.54,1689.71
2004,7,China,coal,3558.74,661.23
2013,11,Japan,wind,3559.75,851.68
2018,6,India,wind,2472.84,359.76
2003,9,France,coal,739.84,1133.07
1991,3,France,coal,3046.06,1177.01
2011,7,UK,solar,1802.05,1218.13
1995,7,Japan,oil,4843.93,529.95
1998,9,China,oil,996.05,1730.02
2001,6,UK,wind,3255.38,1037.66
1994,9,Brazil,solar,4284.72,1218.57
1990,6,France,coal,2154.53,729.14
1999,2,Brazil,oil,3342.78,939.52
2000,6,Germany,nuclear,2061.93,687.16
2016,5,France,wind,885.45,1840.67
2012,6,Germany,wind,1027.67,1588.25
2009,9,Germany,gas,1509.33,1800.67
1994,6,India,hydro,2048.13,881.99
2002,5,Germany,oil,3124.66,1202.66
1999,5,China,solar,3280.86,52.82
2005,3,China,hydro,4023.92,1293.56
1996,5,Brazil,oil,4189.42,900.32
2021,5,Brazil,solar,180.76,1507.08
2014,10,India,hydro,2441.55,914.98
2015,3,Brazil,wind,3820.63,1261.23
2017,7,Brazil,solar,4747.29,134.4
2001,8,USA,nuclear,3580.55,1898.47
2015,12,France,hydro,1334.83,48.03
1993,7,Brazil,oil,1877.76,311.23
2012,2,UK,hydro,4968.97,1953.87
2013,11,Japan,nuclear,1410.58,1479.42
2020,7,China,hydro,3535.15,661.49
2019,1,Japan,gas,1110.12,1528.51
1992,3,China,oil,3615.51,752.36
2005,12,France,oil,466.25,941.2
2023,10,Japan,nuclear,2251.85,624.68
2017,4,Germany,wind,1485.91,399.29
1996,6,USA,oil,124.77,1208.64
1997,9,Germany,coal,789.58,445.65
1996,9,France,gas,247.64,1155.5
1996,6,France,oil,872.57,526.92
2007,9,India,solar,3465.41,1051.61
2010,6,France,gas,761.87,243.01
2023,7,UK,gas,4828.77,1939.56
2016,6,Japan,nuclear,797.24,518.72
1997,3,UK,coal,4833.92,1462.29
2023,11,Germany,hydro,3713.2,1072.19
2007,1,France,nuclear,1399.96,1906.59
2001,4,UK,hydro,4382.89,1983.46
2011,1,Brazil,nuclear,4893.12,500.85
2011,10,UK,oil,4739.57,1583.45
1997,11,France,nuclear,1759.36,1162.26
2017,1,USA,gas,1655.93,1841.61
2021,5,France,coal,723.18,2.1
2000,8,China,oil,4988.41,1520.18
2010,1,Japan,hydro,1200.35,777.86
2015,5,India,wind,219.75,885.38
2003,11,USA,nuclear,1382.92,1067.72
2004,8,Brazil,nuclear,3695.87,1430.29
2003,3,USA,oil,3954.72,927.92
2001,6,Germany,hydro,264.95,313.43
1992,7,France,gas,4881.98,271.22
1996,10,Germany,hydro,4692.59,811.1
1990,8,France,solar,153.04,446.52
2014,3,Germany,wind,2250.78,726.85
2020,11,India,gas,2292.23,675.82
2011,1,Germany,oil,2462.8,143.11
1999,12,Brazil,solar,3179.43,1640.31
2007,10,Brazil,oil,3860.63,1712.7
2002,8,China,coal,718.7,212.35
1997,4,India,nuclear,2333.96,1165.4
1998,2,UK,nuclear,1002.67,198.7
2004,1,India,coal,1341.01,1580.84
1997,6,Brazil,nuclear,1560.0,324.56
2022,1,France,gas,1682.62,556.7
2024,6,UK,solar,2222.99,1330.39
2008,12,USA,wind,2568.56,58.13
2019,8,Brazil,nuclear,1509.54,453.57
1998,3,UK,wind,2819.56,164.99
2008,6,Brazil,coal,1554.5,892.82
2015,6,India,solar,3792.35,547.81
1990,5,China,oil,4342.54,1023.22
1992,3,France,coal,3732.58,1164.56
2023,12,China,solar,4044.24,847.98
2014,11,Brazil,wind,2241.3,1490.78
2019,11,UK,solar,2419.37,781.02
1990,6,India,oil,309.71,961.72
2007,11,UK,solar,3341.95,104.62
2022,1,UK,nuclear,1016.7,895.48
1998,4,France,oil,3170.95,316.64
1996,11,USA,nuclear,1371.77,1902.84
2019,8,India,gas,2262.89,730.02
2002,6,UK,hydro,4819.58,52.57
2006,4,Germany,gas,4569.33,1196.61
2002,6,Germany,gas,285.21,688.91
2002,1,France,oil,4692.73,1760.05
1999,3,France,nuclear,3235.59,1632.17
2003,7,Germany,oil,3122.13,1838.6
1994,1,France,nuclear,528.02,1197.94
2024,12,UK,oil,4258.03,1690.67
2012,2,India,coal,2926.05,1702.68
1994,11,USA,gas,121.1,305.68
2017,3,Germany,nuclear,3739.09,5.49
2012,4,Brazil,hydro,4754.35,218.12
2023,12,UK,wind,3483.37,708.52
2020,6,UK,coal,1587.61,1218.26
1996,9,India,coal,3668.88,1436.85
1996,1,France,hydro,3006.14,906.48
1993,4,UK,solar,1540.92,1092.04
2021,4,India,oil,2008.07,1104.15
2017,6,USA,solar,2006.22,615.28
1993,1,USA,oil,3680.7,1422.97
1997,9,Brazil,wind,1193.8,277.17
2003,1,UK,wind,3612.19,311.01
2019,10,China,oil,365.31,371.8
1992,1,USA,oil,2912.27,110.01
1991,3,India,nuclear,849.93,1077.05
1999,1,UK,wind,4002.67,344.32
1995,4,Japan,coal,1244.52,659.99
1996,7,Japan,hydro,4551.85,1160.33
